external_id,name,description_html,type_id,state_id,external_source,assignees,extra_properties,cycle_id,module_id
FICCHEADS-1180,港交所外汇期货做市交易系统建设需求说明书 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""外汇"", ""category_l2"": ""外汇期货"", ""category_l3"": ""交易链路"", ""center"": ""做市业务中心"", ""team"": ""外汇做市台"", ""biz_pm"": ""赵鸿达"", ""it_pm"": ""943c1313-5035-46a0-b1e2-91e3a19546a6"", ""techLead"": ""王轮樟"", ""in_delivery"": true, ""estimated_iteration"": ""0307迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCHEADS-1167,TARF平台建设 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""场外衍生品"", ""category_l2"": ""TARF"", ""category_l3"": ""交易簿记"", ""center"": ""代客业务中心"", ""team"": ""外汇产品团队"", ""biz_pm"": ""陈思宇"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""张天翼"", ""in_delivery"": true, ""estimated_iteration"": ""待定""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCHEADS-1173,金控FICC美国国债交易后业务需求说明书 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""债券"", ""category_l2"": ""美国国债"", ""category_l3"": ""交易簿记"", ""center"": ""科技研发中心"", ""team"": ""大象平台产品团队"", ""biz_pm"": ""赵鸿达"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCHEADS-1089,港交所国债期货做市需求 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""biz_pm"": ""武晨宇"", ""in_delivery"": true}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCHEADS-1067,iDeal农信平台做市服务需求 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""债券"", ""category_l2"": ""银行间债券"", ""category_l3"": ""做市报价及询价回复"", ""center"": ""做市业务中心"", ""team"": ""本币做市台"", ""biz_pm"": ""韩玲"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCHEADS-1121,支持债券ETF数据接入 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""基金"", ""category_l2"": ""债券ETF"", ""category_l3"": ""数据接入"", ""center"": ""做市业务中心"", ""team"": ""本币做市台"", ""biz_pm"": ""武晨宇"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCHEADS-1097,境外债自营风控优化需求 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""债券"", ""category_l2"": ""南向通债券"", ""category_l3"": ""交易风控"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""姚忠兵"", ""in_delivery"": true, ""estimated_iteration"": ""0307迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCHEADS-1145,协议报备页面展示 待开发 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""销售业务"", ""category_l3"": ""销售管理"", ""center"": ""销售业务中心"", ""team"": ""代客销售团队"", ""biz_pm"": ""陈思宇"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCHEADS-1082,增加财富管理部私行中心客户准入流程 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""销售业务"", ""category_l3"": ""数据报送"", ""center"": ""销售业务中心"", ""team"": ""代客销售团队"", ""biz_pm"": ""吴凡"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""0307迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCHEADS-1136,其他债权投资和持有至到期损益计算逻辑优化 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""风险管理"", ""category_l3"": ""业务报表"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""姚忠兵"", ""in_delivery"": true, ""estimated_iteration"": ""0307迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCREQ-431,银行间债券借贷自动化 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""中央交易室"", ""domestic_overseas"": ""境内"", ""category_l1"": ""债券"", ""category_l2"": ""银行间债券"", ""category_l3"": ""交易风控"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""待定""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCREQ-432,金交所撤单风控需求 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""中央交易室"", ""domestic_overseas"": ""境内"", ""category_l1"": ""贵金属"", ""category_l2"": ""贵金属"", ""category_l3"": ""交易风控"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCREQ-433,x-repo功能权限开放 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""债券"", ""category_l2"": ""银行间债券"", ""category_l3"": ""交易风控"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""待定""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCREQ-434,信用拆借、回购审批模板迁移至BPM [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""银行间债券/z资金"", ""category_l3"": ""交易风控"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""待定""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICCREQ-402,交易对手三级授信风控 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""银行间债券"", ""category_l3"": ""交易风控"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""待定""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-89074,备选流程迁移 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""team"": ""风险管理团队"", ""it_pm"": ""15e4d327-6119-4941-85ac-624f7b021630"", ""techLead"": ""夏庆飞"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
,大象中英文语言体系支持-0131 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""张俊"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
,LAMP持续优化 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""姚忠兵"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
,AURORA平台优化及HAB整合 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""it_pm"": ""5ac3485a-8d93-454c-bd0d-0c048df1ba42"", ""techLead"": ""陈治平"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
